id,name,gender,birth_date,height,weight,country_id
2252,Kiran Harris,Male,2004-07-12,179.0,58.2,26
2253,Agnieszka Romano,Female,1998-07-15,183.7,112.9,17
2254,Zurab Popescu,Male,1998-07-01,169.8,60.8,54
2255,Zheng Ferrari,Male,1991-03-14,178.2,63.7,7
2256,Sofia Kovalev,Female,1996-07-02,171.3,83.9,50
2257,Aurelie White,Female,2007-06-24,194.4,61.0,17
2258,Magdalena Orlov,Female,1996-07-02,173.1,64.4,4
2259,Halyna Dupont,Female,1988-12-23,193.8,89.5,35
2260,Luca Harris,Male,1998-09-01,182.0,71.1,37
2261,Zurab Bianchi,Male,2001-12-05,188.3,55.5,56
2262,Nikolai Wójcik,Male,1988-09-22,192.9,97.2,36
2263,Hovhannes Johnson,Male,1995-07-22,160.1,59.9,3
2264,Quentin Jackson,Male,1999-05-04,178.0,68.2,62
2265,Camelia Fischer,Female,2004-09-10,201.8,81.5,19
2266,Mihai Ito,Male,1992-04-10,187.4,63.9,51
2267,Maxime Gheorghe,Male,2001-12-02,177.8,83.3,10
2268,Luis Njoroge,Male,1984-03-02,183.2,81.3,42
2269,Lilit Müller,Female,1995-01-08,174.9,82.5,35
2270,Cristina Kamau,Female,1982-12-07,214.1,92.5,49
2271,Priya Thomas,Female,1984-09-01,207.0,124.4,10
2272,Ashley Harris,Female,2008-11-01,199.7,93.7,9
2273,Ayana Martin,Female,2002-12-26,180.9,89.1,7
2274,Franz Robert,Male,1995-10-02,155.4,63.6,21
2275,Yuki Johnson,Male,1988-01-11,172.0,66.8,50
2276,Yohan Perez,Male,1984-01-15,177.9,78.7,37
2277,Henrik Rusu,Male,2007-02-26,178.7,104.3,10
2278,Mykhailo Ferrari,Male,2006-03-01,177.9,78.2,37
2279,Flaviu Yadav,Male,1992-10-19,180.0,66.8,29
2280,Akiko Haile,Female,1984-01-15,175.1,55.4,27
2281,Nataliya Rossi,Female,1982-04-14,182.4,91.0,62
2282,Marco Moore,Male,1985-09-19,180.1,80.8,28
2283,Hans Zhao,Male,1984-04-08,158.5,66.9,5
2284,Mary Miller,Female,1985-05-08,171.8,100.0,8
2285,Meseret Petrov,Female,1996-09-01,185.8,91.0,9
2286,Gunther Gheorghe,Male,1994-01-21,165.1,85.3,42
2287,Yohan Martinez,Male,1996-09-19,187.9,75.9,14
2288,Marco Suzuki,Male,1992-11-09,183.5,61.3,29
2289,William Gantulga,Male,2008-09-07,197.2,119.3,47
2290,Christine Mammadov,Female,1997-12-15,175.1,64.1,54
2291,Nino Orlov,Female,1991-08-21,174.1,52.2,35
2292,Jennifer Rossi,Female,2007-06-26,185.9,68.5,40
2293,Alexandra Alekseyev,Female,1990-05-24,170.2,87.9,5
2294,Patricia Wójcik,Female,1993-05-23,177.4,72.2,3
2295,Meseret Oliveira,Female,1989-03-11,176.9,69.8,36
2296,Gantulga Tadesse,Male,1994-10-09,170.8,70.5,33
2297,Lars Wang,Male,1984-04-27,179.2,65.8,1
2298,Karolina Martin,Female,1989-09-02,187.8,78.2,10
2299,Patrick Kiros,Male,1996-05-28,188.1,73.4,30
2300,Leyla Kovalev,Female,1982-06-10,175.4,70.3,10
2301,Mihai Johnson,Male,1989-06-06,161.7,82.1,19
2302,William Kaminski,Male,2008-11-18,176.4,106.7,55
2303,Gantulga Constantin,Male,1996-05-08,185.9,64.2,39
2304,Nancy Phelps,Female,1996-01-06,181.6,67.0,53
2305,Bingxue Costa,Male,1999-03-26,185.0,49.1,11
2306,Maria Rossi,Female,2002-04-25,175.8,88.2,9
2307,Kimberly Dupont,Female,1989-11-25,173.7,78.2,18
2308,Simona Ferrari,Female,2000-03-20,160.2,67.2,7
2309,Justyna Kovalev,Female,2007-01-11,170.9,104.5,38
2310,Yuki Dupont,Female,2001-01-23,173.2,114.0,10
2311,Isabelle Davis,Female,1986-08-07,184.4,67.3,37
2312,Narantsetseg Petrosyan,Female,1992-09-19,171.7,57.3,33
2313,Paolo Lee,Male,2004-08-13,181.9,55.1,49
2314,Arjun Makarov,Male,1993-08-16,177.0,58.8,59
2315,Faith Davaadorj,Female,2005-09-06,165.2,79.1,4
2316,Anahit Jung,Female,2003-04-03,184.5,66.5,2
2317,Priya Jackson,Female,2005-02-26,173.2,76.5,2
2318,Ashley Li,Female,1999-04-17,186.0,78.2,7
2319,Nino Tashkentov,Female,1983-11-06,173.0,75.6,27
2320,Enkhjargal Kuznetsov,Female,1992-08-05,186.5,65.2,4
2321,Aysel Tashkentov,Female,1985-11-13,186.3,70.1,47
2322,Katarzyna Sanchez,Female,2009-11-15,183.7,58.9,10
2323,Laure Yuldashev,Female,2006-05-09,190.6,109.8,17
2324,Razvan Phelps,Male,2009-03-13,174.8,77.8,54
2325,Hakki Kovalenko,Male,1994-05-03,165.6,95.1,24
2326,Enkhjargal Ivanov,Female,2006-05-23,196.2,68.4,29
2327,Xia Huseynov,Female,1990-01-16,162.1,78.0,9
2328,Sunita Cherono,Female,1997-10-02,164.8,65.3,13
2329,Aysel Petrov,Female,2006-10-19,176.8,87.7,25
2330,Cristina Chikovani,Female,2000-12-16,179.0,65.7,8
2331,Monika Ivanov,Female,1987-04-01,177.6,72.0,41
2332,Daniel Perez,Male,1997-08-25,184.9,51.4,34
2333,Nancy Tadesse,Female,1984-06-02,186.2,87.8,46
2334,Fabio Farah,Male,1993-12-03,192.8,77.2,59
2335,Sota Weber,Male,2005-08-18,178.9,57.0,30
2336,Valentina Phelps,Female,1996-11-14,171.3,98.8,13
2337,Camelia Zhao,Female,2001-11-01,168.7,94.9,40
2338,Halyna Gantulga,Female,1990-07-06,179.1,50.4,1
2339,Naoto Navruzov,Male,2008-02-01,190.8,88.4,19
2340,Aysel Sato,Female,1996-09-06,169.0,72.5,50
2341,Mariam Santos,Female,1994-07-20,186.8,104.1,30
2342,Yohan Lee,Male,1990-08-08,164.9,64.4,21
2343,Isabelle Wiśniewski,Female,2004-09-01,176.5,63.5,27
2344,Susan Shevchenko,Female,1982-11-18,187.6,72.2,16
2345,Monika Gheorghe,Female,1986-04-13,175.5,89.7,32
2346,Denys Wang,Male,1989-08-24,192.5,97.2,19
2347,Natalya Melnyk,Female,2007-04-15,171.7,68.2,23
2348,Sakura Melnyk,Female,1984-07-09,160.1,50.9,2
2349,Aysel Martin,Female,1984-03-19,164.8,57.0,22
2350,Rui Nikitin,Male,2001-06-03,181.5,61.0,52
2351,Usain Hakobyan,Male,1998-12-16,179.4,87.9,37
2352,Alina Bianchi,Female,2007-03-07,187.0,90.4,17
2353,Betty Robert,Female,1990-12-06,156.2,116.8,7
2354,Marian Bekele,Male,1983-04-06,190.6,76.1,21
2355,Mihai Romano,Male,2002-09-10,175.5,129.8,4
2356,Elena Gheorghe,Female,2004-10-03,182.7,84.4,40
2357,Katarzyna Gebremariam,Female,1995-01-10,178.4,52.0,35
2358,Vasyl Meyer,Male,2006-07-12,196.3,59.1,5
2359,Tomasz Gonzalez,Male,2007-04-13,181.5,145.7,31
2360,Mary Clark,Female,1982-05-13,176.3,126.6,31
2361,Rahul Kuznetsov,Male,1987-11-12,193.8,76.3,36
2362,Deepika Dibaba,Female,1994-04-02,185.7,56.2,58
2363,Valentina Johnson,Female,1989-04-11,180.0,93.0,7
2364,Hakki Lopez,Male,1982-09-01,167.5,65.2,34
2365,Sunita Shah,Female,2009-01-08,180.8,57.2,42
2366,James Biles,Male,1997-06-04,170.7,74.5,5
2367,Carina Alves,Female,1984-01-09,196.9,101.3,6
2368,Xia Williams,Female,2005-01-09,169.8,78.5,43
2369,Aurelie Lee,Female,2007-05-12,181.8,100.4,1
2370,Ekaterina Wang,Female,1984-08-23,191.6,87.5,3
2371,Magnus Kowalski,Male,1988-05-15,176.0,69.8,40
2372,Zheng Phelps,Male,2003-05-24,206.3,78.9,54
2373,Gantulga Kaminski,Male,1990-01-12,151.6,47.1,14
2374,Mihai Mirzayev,Male,1996-11-22,167.3,59.9,3
2375,Deepika Suzuki,Female,1999-01-18,190.8,93.1,37
2376,Eliud Kowalski,Male,2006-01-05,186.1,102.2,52
2377,Aurelie Enkhtaivan,Female,2006-09-25,177.6,58.7,23
2378,Olga Jones,Female,1986-11-18,190.0,80.5,34
2379,Piotr Brown,Male,1999-01-28,166.7,141.6,9
2380,Guram Rodriguez,Male,2002-09-15,186.2,96.9,45
2381,Lela Tanaka,Female,1991-07-06,188.6,79.6,4
2382,Carlos Gebrselassie,Male,1997-06-22,165.1,126.4,25
2383,Hyun-soo Kowalski,Male,2008-06-26,163.0,59.1,49
2384,Ivan Clark,Male,1993-05-07,179.1,72.0,17
2385,David Kowalczyk,Male,2003-05-15,168.4,93.4,50
2386,Marian Kamau,Male,1993-09-11,186.4,102.4,13
2387,Carina Hakobyan,Female,1986-02-13,162.8,61.7,38
2388,Rahul Garcia,Male,1995-04-09,195.0,75.0,39
2389,Andrei Wu,Male,1991-12-07,186.7,55.1,4
2390,Romain Rossi,Male,1994-07-09,180.8,57.6,42
2391,Min-jun Melnyk,Male,1984-12-25,168.9,80.7,26
2392,Julien White,Male,1989-04-08,167.9,74.7,3
2393,James Santos,Male,1987-01-08,180.9,69.7,12
2394,Nizami Harris,Male,1985-09-05,181.3,67.2,20
2395,Arjun Sato,Male,1989-05-27,180.4,73.1,42
2396,Andrew Dubois,Male,1987-02-28,166.4,81.6,3
2397,Valentina Sargsyan,Female,1999-07-06,175.0,53.3,14
2398,Nino Garcia,Female,1987-04-14,177.8,54.0,23
2399,Almaz Bolt,Female,1982-09-09,181.7,59.6,48
2400,Arjun Ferrari,Male,2000-09-19,170.3,68.0,35
2401,Justyna Watanabe,Female,1990-06-26,194.0,68.1,30
2402,Klaus Park,Male,1994-05-03,177.8,102.2,22
2403,Natsuki Kuznetsov,Male,1988-02-08,182.6,72.3,36
2404,Carina Romano,Female,1993-07-07,181.8,113.6,50
2405,Mary Wilson,Female,1986-07-13,174.3,67.7,17
2406,Sabina Kovalev,Female,2007-09-03,177.7,89.3,25
2407,Jennifer Kumar,Female,2003-04-28,177.2,84.0,42
2408,Justyna Gantulga,Female,2008-05-04,190.8,75.4,2
2409,Tigran Sato,Male,2004-11-24,175.6,50.7,43
2410,Ramil Anderson,Male,1994-03-11,164.8,81.7,25
2411,Dorothy White,Female,2000-02-08,169.5,110.1,23
2412,Alexandra Lee,Female,1995-02-19,188.9,60.9,12
2413,Giulia Kuznetsov,Female,1992-12-17,179.4,80.5,36
2414,Darya Williams,Female,1993-08-17,176.7,61.7,52
2415,Marta Rusu,Female,2001-03-15,187.6,69.4,56
2416,Elena Harris,Female,1995-06-03,172.2,86.8,33
2417,Bingxue Brown,Male,1992-11-21,172.7,64.3,1
2418,Alina Kovalenko,Female,1987-05-25,177.2,57.4,10
2419,Bogdan Jung,Male,1985-09-13,166.6,67.2,41
2420,Asha Kamau,Female,1998-05-19,171.7,93.2,18
2421,Sun Rusu,Male,1997-03-02,192.0,56.5,11
2422,Svetlana Okonkwo,Female,1999-01-10,171.6,102.1,8
2423,Kamran Bernard,Male,2006-06-21,177.0,99.0,3
2424,Lars Sanchez,Male,1996-10-10,179.0,93.5,46
2425,Jessica Yohannes,Female,2000-02-01,182.7,81.2,20
2426,Anna Kiros,Female,1986-02-05,183.3,76.3,29
2427,Shota Bianchi,Male,1988-04-27,170.7,85.2,12
2428,Nesta Martirosyan,Male,2007-04-26,185.2,68.8,59
2429,Jiajun Meyer,Male,2008-06-22,166.5,76.1,27
2430,Narantsetseg Kovalev,Female,1995-04-21,168.6,59.7,45
2431,Giorgi Brown,Male,1987-06-09,181.4,80.2,58
2432,Nigar Popov,Female,1991-01-28,171.4,76.4,60
2433,Carol Hakobyan,Female,2000-10-16,185.1,88.9,18
2434,Nancy Mammadov,Female,1993-09-12,191.0,55.6,7
2435,Justyna Sokolov,Female,2009-11-28,181.1,72.4,25
2436,Aurelie Tadesse,Female,2004-11-11,170.3,76.4,43
2437,Robert Melnyk,Male,1999-11-05,181.6,81.4,35
2438,Tamar Weber,Female,1983-05-01,196.1,95.0,35
2439,Piotr Kamau,Male,1990-11-09,178.2,74.5,39
2440,Priya Wang,Female,1987-12-01,185.3,52.2,3
2441,Charles Petrosyan,Male,2000-02-26,185.1,97.1,24
2442,Kevin Bianchi,Male,1997-12-09,171.8,89.3,5
2443,Nino Dibaba,Male,2008-01-15,202.4,98.3,54
2444,Sofia Rusu,Female,1989-11-14,182.8,100.5,2
2445,Narantsetseg Kravchenko,Female,1990-02-27,182.3,76.1,52
2446,Yuki Dupont,Male,2003-01-09,163.7,92.8,36
2447,Maria Lochte,Female,1996-04-17,164.0,88.7,36
2448,Tigran Wilson,Male,1992-01-26,160.5,57.9,53
2449,Alexandra Li,Female,2007-02-05,186.9,106.2,53
2450,Kimberly Bolt,Female,1999-03-14,174.3,48.2,10
2451,Betty Ferrari,Female,1994-04-12,187.4,56.2,58
2452,Quentin Navruzov,Male,1998-02-13,179.7,80.9,27
2453,Bingxue Wójcik,Male,1984-11-26,170.2,76.5,59
2454,Nino Orlov,Female,1987-06-22,166.1,66.2,11
2455,Sunita White,Female,1988-04-01,166.0,129.5,37
2456,Florent Tediashvili,Male,1994-08-20,182.0,78.6,1
2457,Anna Grigoryan,Female,2000-03-20,177.3,50.1,7
2458,Lasha Karimov,Male,2008-09-10,175.5,56.8,41
2459,Sunita Njoroge,Female,2002-05-01,173.3,78.7,27
2460,Enkhjargal Gebremariam,Female,1996-10-06,181.1,97.0,24
2461,Jae-won Davis,Male,1998-08-09,177.6,86.4,50
2462,Ayana Thomas,Female,1994-09-25,182.6,59.6,42
2463,Zheng Popov,Male,1998-04-10,199.2,68.9,59
2464,Jae-won Suzuki,Male,1983-10-17,179.4,90.8,59
2465,Sabina Kipchoge,Female,1999-07-21,171.7,77.1,43
2466,Wei Enkhtaivan,Male,1989-01-28,190.5,56.3,3
2467,Simona Popescu,Female,2005-09-01,189.7,61.7,27
2468,Tigran Nozadze,Male,1985-09-17,197.6,73.2,29
2469,Thomas Popov,Male,2009-08-03,185.1,102.3,33
2470,Sofia Martinez,Female,1998-12-03,189.9,103.6,42
2471,Walter Mirzayev,Male,2004-12-13,171.1,62.6,18
2472,Elaine Wu,Female,1993-11-08,174.9,48.9,38
2473,Hakki Gebrselassie,Male,2007-05-24,175.4,68.1,1
2474,Hans Sanchez,Male,1982-05-18,171.9,62.1,23
2475,Pierre Ivanov,Male,1992-09-13,174.0,59.5,17
2476,Anna Kim,Female,1985-11-22,170.7,120.5,16
2477,Iryna Jones,Female,2009-02-11,177.0,60.8,3
2478,Ketevan Kaminski,Female,2005-05-23,191.7,82.6,35
2479,Jiajun Hasanov,Male,1990-01-20,168.8,73.4,14
2480,William Zhao,Male,2004-04-01,170.5,91.1,53
2481,Faith Shah,Female,1986-06-12,181.7,62.8,49
2482,Agnieszka Shevchenko,Female,2006-04-02,195.6,78.6,49
2483,Nino Martirosyan,Female,2000-05-15,173.5,79.6,32
2484,Mohammed Kipchoge,Male,1991-07-21,174.1,78.9,11
2485,Franz Clark,Male,1990-11-20,162.2,59.3,6
2486,Jessica Dupont,Female,1992-10-01,183.3,75.4,54
2487,Sabina Chikovani,Female,1992-10-07,186.0,87.2,27
2488,Andrew Yohannes,Male,1989-06-06,173.2,56.9,56
2489,Elmar Aliyev,Male,1985-05-11,177.0,84.4,35
2490,Vikram Kim,Male,2006-09-23,171.8,74.6,40
2491,Usukhbayar Kato,Male,2000-06-11,171.6,65.7,40
2492,Sabina Harris,Female,2005-04-04,187.1,48.1,5
2493,Mary Kato,Female,1989-12-13,183.4,80.5,1
2494,Fabio Lochte,Male,2001-11-21,196.7,101.9,11
2495,Paolo White,Male,1989-03-27,163.3,67.8,21
2496,James Martin,Male,1998-11-17,165.7,103.1,34
2497,Laure Wanjiku,Female,2002-09-12,189.4,79.5,10
2498,Magdalena Kim,Female,1983-04-17,165.2,50.1,5
2499,Patricia Silva,Female,1996-11-27,168.9,88.1,15
2500,Gunther Kato,Male,2008-05-08,189.5,85.6,5
2501,Andrei Johnson,Male,1982-05-23,159.4,50.1,18
2502,Min-jun Rossi,Male,1999-05-05,163.7,61.2,1
2503,Katarzyna Makarov,Female,2004-09-22,191.0,72.4,11
2504,Tirunesh Ivanov,Female,1991-05-24,187.3,81.5,42
2505,Natalya Singh,Female,2007-05-01,172.4,102.2,24
2506,Pierre Martinez,Male,1994-12-25,184.4,79.2,41
2507,Kamran Sargsyan,Male,2005-02-09,193.0,92.4,19
2508,Ivan Santos,Male,1990-01-13,185.0,61.0,39
2509,Sifan Miller,Female,1993-11-27,188.7,79.4,10
2510,Akiko Oliveira,Female,1992-12-28,167.4,101.2,42
2511,Priya Navruzov,Female,1998-01-17,168.8,73.8,21
2512,Monika Bianchi,Female,1997-11-15,169.7,54.0,40
2513,Kiran Smith,Male,1986-03-11,181.3,71.1,5
2514,Emily Liu,Female,1996-11-14,181.5,61.6,53
2515,Enkhjargal Sokolov,Female,1987-03-01,181.8,73.8,56
2516,Guram Martin,Male,2003-02-02,181.6,100.2,22
2517,Piotr Wanjiku,Male,2001-10-15,182.1,82.7,19
2518,Kiran Nozadze,Male,2007-12-02,178.2,55.4,19
2519,Valentina Karimov,Female,1989-01-01,180.1,72.7,12
2520,Michael Yohannes,Male,2000-01-09,189.6,63.3,27
2521,Camelia Lopez,Female,2008-07-14,168.8,65.6,19
2522,Josef Zhang,Male,1995-08-02,198.8,59.9,18
2523,Tomasz Gupta,Male,1990-04-09,182.0,102.9,19
2524,Akiko Grigoryan,Female,2007-03-05,181.4,67.2,17
2525,Piotr Kiros,Male,1988-10-05,166.0,58.6,61
2526,Constantin Alekseyev,Male,1990-11-17,167.3,73.9,35
2527,Gunel Kovalev,Female,1982-05-20,191.5,60.9,13
2528,Ayana Thomas,Female,1992-02-03,167.5,69.4,31
2529,Elaine Hakobyan,Female,2007-01-16,180.9,63.9,50
2530,Charles Munkhbat,Male,2004-11-08,158.5,83.5,14
2531,Mariam Wanjiku,Female,2008-11-18,200.5,65.8,5
2532,Sunita Bondarenko,Female,2003-07-01,182.0,66.0,59
2533,Jennifer Nozadze,Female,1989-01-21,175.5,84.1,22
2534,Maria Rodriguez,Female,1984-02-19,159.6,53.7,38
2535,Naim Dibaba,Male,1985-11-17,162.3,49.2,49
2536,Regzedmaa Dibaba,Male,1985-08-14,194.8,86.9,6
2537,Shota Ito,Male,1990-06-02,171.8,91.2,36
2538,Razvan Perez,Male,2007-06-08,198.0,90.9,50
2539,Alexei Petrosyan,Male,1992-02-28,150.3,48.4,15
2540,Magdalena Tediashvili,Female,1992-06-04,177.3,90.8,2
2541,Mariam Liu,Female,2005-12-06,170.6,82.2,13
2542,Tirunesh Patel,Female,1986-06-19,171.7,59.0,38
2543,Elena Alves,Female,2003-10-03,165.2,80.6,52
2544,Natsuki Martin,Male,1993-06-15,192.6,75.2,49
2545,Halyna Sato,Female,1989-08-18,177.5,86.6,35
2546,Mykhailo Tediashvili,Male,1990-07-02,186.6,70.6,16
2547,Tomasz Tashkentov,Male,2003-09-27,163.6,66.6,50
2548,Mohammed Dibaba,Male,2001-05-20,197.6,67.3,10
2549,Michael Kovalenko,Male,2009-08-20,176.6,55.8,4
2550,Emily Ito,Female,1990-09-05,171.8,51.5,47
2551,Kiran Greco,Male,2002-09-28,189.9,95.7,18
2552,Alexandra Okonkwo,Female,1987-01-21,164.8,67.2,45
2553,Sota Hernandez,Male,1996-07-23,182.6,75.5,10
2554,Akiko Martin,Female,1985-07-03,184.4,86.3,41
2555,Zurab Sanchez,Male,1990-11-14,187.2,85.6,19
2556,Vikram Bernard,Male,1988-01-25,193.7,57.3,30
2557,Enkhjargal Fischer,Female,1999-11-27,169.8,66.7,12
2558,Sifan Moore,Female,1999-05-09,196.5,95.7,17
2559,Bohdan Kaminski,Male,2008-05-28,178.5,99.1,24
2560,Mykhailo Mirzayev,Male,1990-12-22,190.9,59.8,7
2561,Agnieszka Nozadze,Female,1997-12-24,181.0,103.9,37
2562,Dorothy Bekele,Female,1998-08-18,174.9,100.3,3
2563,Akiko Garcia,Female,2000-01-23,189.0,92.3,56
2564,Alexandra Mwangi,Female,2004-12-03,184.8,96.8,51
2565,Lisa Martin,Female,1993-11-19,176.1,71.9,41
2566,Gunther Martinez,Male,2002-08-08,194.0,65.4,18
2567,Nancy Kowalczyk,Female,2007-10-01,194.0,112.5,42
2568,Yuki Wanjiku,Male,2000-03-12,187.0,84.5,34
2569,Faith Perez,Female,1985-10-03,164.4,61.5,29
2570,Kenji Anderson,Male,2007-05-26,191.0,78.5,21
2571,Tamar Bianchi,Female,1988-05-24,183.1,57.8,46
2572,Gunel Davis,Female,2001-03-28,189.5,68.0,8
2573,Cristina Suzuki,Female,2008-10-19,192.8,66.0,1
2574,Marian Gupta,Male,1990-06-10,163.0,73.3,19
2575,Almaz Tediashvili,Female,2009-02-26,181.7,105.4,14
2576,Oksana Silva,Female,1990-11-24,191.2,90.7,19
2577,Usain Yohannes,Male,1999-12-19,174.0,73.2,39
2578,Tomasz Bolt,Male,1999-11-07,170.5,63.2,7
2579,Barbara Gebremariam,Female,1998-04-11,188.4,70.3,7
2580,Iryna Petrosyan,Female,2008-05-14,189.5,77.8,57
2581,Betty Phelps,Female,1989-10-07,189.3,99.0,45
2582,Michelle Robinson,Female,1993-06-22,177.8,99.5,8
2583,Alexandra Amiranashvili,Female,1984-04-20,179.3,75.0,6
2584,Justyna Alves,Female,2003-12-02,169.4,48.5,59
2585,Erik Okonkwo,Male,2007-08-02,182.7,64.4,11
2586,John Mirzayev,Male,2000-11-11,194.0,72.3,44
2587,Sota Popov,Male,1988-03-04,173.3,74.8,11
2588,Naoto Njoroge,Male,1986-06-25,167.3,92.7,36
2589,James Clark,Male,2007-03-23,179.4,85.5,26
2590,Giorgi Volkov,Male,1997-09-10,170.3,85.2,39
2591,Luis Gupta,Male,2009-10-25,172.1,83.6,5
2592,Ashley Jackson,Female,1983-06-19,175.3,84.3,12
2593,Xia Bekele,Female,2001-04-21,181.9,60.7,18
2594,Shota Zhao,Male,1990-02-21,187.4,59.4,33
2595,Priya Yadav,Female,2005-12-12,181.6,65.6,30
2596,Abebe Kovalenko,Male,1993-11-28,191.0,98.2,38
2597,Lela Shevchenko,Female,1990-10-24,177.7,86.2,2
2598,Faith Sato,Female,1987-08-23,176.3,96.3,23
2599,Daniel Liu,Male,1983-08-27,192.5,85.7,17
2600,Ivan Bekele,Male,1996-02-14,179.5,58.2,19
2601,Marco Petrosyan,Male,1992-08-05,183.7,92.6,5
2602,Agnieszka Hasanov,Female,1986-05-23,183.9,93.0,14
2603,Tamar Garcia,Female,2007-08-17,186.5,82.2,26
2604,Jessica Rossi,Female,2000-09-25,177.3,71.3,10
2605,Anna Karimov,Female,1996-08-17,181.9,80.6,3
2606,Elena Alves,Female,1999-11-15,201.8,90.7,38
2607,Mark Dupont,Male,2006-03-16,186.0,77.2,21
2608,Carlos Kipchoge,Male,1994-08-10,172.9,63.8,18
2609,Kenji Li,Male,2008-05-03,175.0,64.7,34
2610,Jessica Haile,Female,1995-04-15,186.5,64.2,2
2611,Maxime Costa,Male,2008-07-19,186.1,58.8,37
2612,Mihai Moore,Male,1984-11-06,167.8,88.7,48
2613,Ashley Makarov,Female,1997-08-19,176.8,66.7,37
2614,Zurab Rossi,Male,2003-02-26,164.6,48.9,58
2615,Maria Sato,Female,1992-12-13,179.1,63.5,49
2616,Sun Ferreira,Male,2004-11-19,161.4,68.0,5
2617,Jae-won Ivanov,Male,2001-05-18,197.6,83.5,27
2618,Abebe Mirzayev,Male,2002-04-22,181.1,63.1,19
2619,Emily Jackson,Female,2005-10-28,183.1,56.8,25
2620,Patricia Kuznetsov,Female,1999-07-25,179.7,66.5,17
2621,Elmar Njoroge,Male,1999-07-24,180.4,115.8,52
2622,Quentin Ionescu,Male,2004-10-03,163.3,66.1,27
2623,Asha Kumar,Female,1988-08-06,176.0,82.5,30
2624,Haile Martirosyan,Male,2003-07-28,179.0,74.3,54
2625,Thomas Miller,Male,2008-03-26,185.1,82.4,18
2626,Lisa Dupont,Female,2005-11-04,174.0,48.0,34
2627,Marta Yamamoto,Female,1994-07-24,178.3,52.9,47
2628,Jae-won Yohannes,Male,2007-11-17,186.2,63.7,12
2629,Kimberly Ivanov,Female,1994-06-20,168.7,79.2,19
2630,Antoine Yuldashev,Male,2003-03-19,206.7,129.3,17
2631,Halyna Perez,Female,2006-04-07,189.2,81.4,45
2632,Elmar Wang,Male,1988-01-15,170.2,84.2,30
2633,Regzedmaa Singh,Male,1995-12-28,168.2,76.7,45
2634,Nigar Kipchoge,Female,1982-05-08,164.8,48.6,14
2635,Gunel Bernard,Female,2005-03-05,190.2,72.7,16
2636,Sifan Kuznetsov,Female,2006-08-11,174.8,77.4,10
2637,Christine Kim,Female,1986-06-03,192.9,62.9,17
2638,Ilham Sokolov,Male,1985-06-09,192.5,115.2,50
2639,Florent Yang,Male,2008-07-18,165.2,72.9,37
2640,Tomasz Enkhtaivan,Male,1988-11-17,178.1,50.6,23
2641,Sandra Jung,Female,1996-08-23,193.4,67.7,22
2642,Kevin Grigoryan,Male,1987-05-16,158.2,73.3,3
2643,Donna Alekseyev,Female,1996-08-05,161.4,66.6,53
2644,Svetlana Meyer,Female,1994-05-01,177.4,76.0,16
2645,Gunther Han,Male,1992-12-09,180.1,85.1,40
2646,Diego Martin,Male,1990-06-13,163.9,83.8,54
2647,Shota Rodriguez,Male,2003-06-18,170.4,73.2,40
2648,Tatiana Melnyk,Female,1987-07-07,177.8,62.3,59
2649,Anjali Jackson,Female,1996-11-19,180.2,66.7,54
2650,Ashley Kaminski,Female,1991-04-23,185.6,67.7,29
2651,Walter Liu,Male,1992-06-16,189.1,89.7,49
2652,Thomas Popescu,Male,1984-11-15,182.5,80.8,49
2653,Mykhailo Yoon,Male,2001-07-04,159.8,56.0,19
2654,Natsuki Wilson,Male,2009-03-19,191.4,121.3,26
2655,Lars Bondarenko,Male,1993-04-23,173.0,85.6,3
2656,Marian Gantulga,Male,1992-05-24,166.6,57.1,24
2657,Salome Dupont,Female,1984-10-02,183.5,89.1,12
2658,Sandra Babayev,Female,1986-03-27,168.5,71.0,36
2659,Bingxue Bolt,Male,1988-01-18,177.4,76.8,26
2660,Irina Patel,Female,1996-05-09,192.1,69.9,25
2661,Zheng Yamamoto,Male,2002-09-23,184.2,85.1,14
2662,Narantsetseg Kovalenko,Female,2005-09-13,195.1,74.2,54
2663,Cristina White,Female,1982-03-23,178.2,53.2,38
2664,Quentin Bekele,Male,1989-12-23,176.2,55.3,17
2665,Wei Kipchoge,Male,1986-11-15,187.4,90.1,10
2666,Florent Dubois,Male,2006-12-02,199.6,91.4,42
2667,Patrick Kowalski,Male,2003-08-02,191.1,109.8,21
2668,Steven Sato,Male,1994-05-14,180.3,88.1,28
2669,Naoto Perez,Male,1982-10-02,197.6,100.9,13
2670,Narantsetseg Martirosyan,Female,1998-09-14,183.0,73.3,19
2671,Elena Santos,Female,2007-02-12,179.1,68.7,14
2672,Denys Huseynov,Male,2008-05-23,181.1,83.7,18
2673,Claire Smith,Female,1982-11-21,159.7,80.9,11
2674,Donna Petrosyan,Female,1997-04-11,179.8,70.7,37
2675,Adam Huseynov,Male,1999-04-21,181.9,66.2,50
2676,Ketevan Gonzalez,Female,2007-03-01,187.1,74.9,34
2677,Arsen Mammadov,Male,1990-12-04,177.6,68.3,3
2678,Alina Kravchenko,Female,1998-09-07,172.5,55.5,1
2679,Nino Gebrselassie,Male,1999-05-19,170.2,111.5,12
2680,Anjali Kaminski,Female,1985-08-01,170.5,75.1,38
2681,Simona Kuznetsov,Female,1997-10-11,174.9,50.6,27
2682,Mykhailo Kumar,Male,1997-10-22,179.1,59.9,60
2683,Elnur Meyer,Male,1998-10-23,179.0,138.7,5
